,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
MAF,0,1.70890420617023,0,0,0,5.95707420438286,0,6.10513379194214,4.14656081636911,0,0,0,2.6186210330242,0,6.34076875872631,0,0,0,0,0,1.11191956130249,0,0,0,0,0,0,0,0
MAFG,0,0,0,0,1.50413050867315,5.95707420438286,0,7.86831392605549,6.42357236238773,0.633951882286905,0,0,0,0,6.34076875872631,1.3587073609411,0,8.08377093919527,0,0,2.99421434546041,0.972904584827748,7.73936620597096,3.45952899980533,2.55213857019335,1.17606321257009,1.10854125096693,10.7864799148091,10.7758966790941
MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIC1,0,0,0,0,0,0,0,0,0,2.1079756111508,0,4.03564744609834,0,0,7.91381571415406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARSA,2.37940797290972,6.62311100284918,2.87290417081297,1.27689537498251,0,11.02181923769,4.72545864283624,0.642142248560006,1.19247782045769,6.55851074180184,4.40653505289967,0,6.73339997311162,1.91884921017826,11.4932838589652,2.04582942277881,12.676213817559,9.13164389576832,10.4216893362542,6.25233915379454,2.1647833443901,5.61880879363218,0.605906972748426,1.76561036054623,3.42358632834713,1.8152421216173,1.34579383353254,2.32449716537784,0
MAGEA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEA3,0,0,0,0,0,5.95707420438286,0,0,0,0.633951882286905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25701585004217,0,0,0,0
MAGEA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEA6,0,0,0,0,0,0,0,0,0,6.09425325845723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73233892820492,4.11830999218057,0,0,0,0,0.470328647579054,0,4.38113814487887
ARSB,0,0,0,4.94890735415633,3.69348565004353,0,0,0,0,0,0,0,0,0,0,1.3587073609411,0,0,0,3.37907952609912,0,0.972904584827748,0,0,0,0,0,0,0
MAGEA11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26330548750524,0,0,0,0,0,0,0,0,0,0,0,0
MAGEA12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB2,0,0,0,0,0,0,0,0,0,6.21705082271532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB4,0,2.46942978306514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGOH,0,0,1.26642114770696,0,6.46328716722619,0,0,2.29998129864663,0,0,0,0,0,7.77692803045201,0,0,0,0,0,0,0,0,0,1.92607834906031,0,0,0,1.87680482549574,0
MAK,0,0,0,0,4.40612187215554,0,0,1.92722297139513,0,0,0,0,0,0,6.34076875872631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAL,0,0,0,0,0,0,0,0,0,0,4.40653505289967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STS,0,0,0,0,7.14460781712547,5.95707420438286,0,6.96465863199912,1.19247782045769,0,0,0,1.83625290352412,0,0,0,7.68303075309593,0,0,0,0,0,0,4.81772657802739,0,0,0,0,0
MAN1A1,2.37940797290972,1.70890420617023,0,2.88835616651622,1.50413050867315,0,0,6.99667946882475,4.99325695291957,0,3.2589832896553,10.7440347354693,2.6186210330242,6.19596848757744,0,0,10.2621311620522,0,0,0,5.16349506181611,1.95916362587443,0,0,0,0,0,0,0
MAN2A2,0,1.70890420617023,0,0,8.94331643242881,9.10620752035446,3.39856341087762,8.52223516253798,11.1060787650413,10.2649498824357,0.689176506931713,1.34484369375117,4.87179199617592,10.8848072968504,7.91381571415406,1.3587073609411,9.67775594354228,7.86226451515204,6.84825049696208,4.30802510407008,13.5880804020014,3.27278388296408,11.7720853159714,9.36424161138972,11.6179791557673,1.17606321257009,1.34579383353254,14.1645260695444,14.1840167757597
MAN2C1,1.26368182533138,0,0,1.27689537498251,0,0,3.60127854016856,0,0,7.61315525812074,0,0,3.12307704366113,4.25382941401815,0,0,7.68303075309593,0,0,4.30802510407008,0,0,2.13506825476986,5.38553559355604,0,0,0,0,3.53359007663594
MAN2A1,0,0,0,0,0,5.95707420438286,0,0,0,0,0,0,0,0,0,0,7.68303075309593,0,0,0,2.7669452392872,0,0,0,0,0,0,0,0
MAN2B1,7.29019929414564,0,0.767926212721523,6.68308760569544,0.939804539777269,0,0,0,0,0,0,8.18251865336075,0,0,0,0,7.68303075309593,0,0,0,0,0,0,7.3664286839875,0.761288961885244,1.8152421216173,0.824442068361178,0,0
MANBA,0,0,0,1.27689537498251,4.92526775457727,0,0,1.08494163435955,0,0,0,3.73554536026808,0,0,0,0,0,0,0,0,5.85562061710453,0,0,4.36467435145512,0,2.25664244173703,7.58913607843938,0,0
MAOA,0,0,0,0,0,0,0,0,9.34177776618136,5.3283520326423,0,0,0,1.91884921017826,6.34076875872631,0,0,0,0,0,0,0,0,3.78669571884059,0,0,1.10854125096693,0,0
MAOB,5.17100387258681,0,2.38319884410805,8.60029253001011,0,0,0,10.5886865882886,1.83628717466164,0,0,0,0,0,0,0,0,7.28039872706037,6.43738070309256,0,0,1.54872100336129,0,1.92607834906031,0,0,0,0,0
MAP1A,0,1.70890420617023,0,0,0,6.94541577333683,2.52926588695076,1.92722297139513,1.83628717466164,0,0,2.49059073525872,0,3.22398464462865,6.34076875872631,0,0,0,7.16767217722684,4.6153125092613,10.4004815004161,15.5100366134035,0,1.92607834906031,10.1184439904424,0,0,0,5.85471016199481
MAP1B,0,0,9.37604371837591,9.14283904677695,2.89295017843486,5.95707420438286,0,8.62619568416975,2.27987178534254,0,0,0,1.83625290352412,0,6.34076875872631,0,10.2621311620522,0,0,0,0,0,7.14895967107275,11.0530826027315,1.25701585004217,2.59416005155565,4.13531129410345,0,1.2156952551763
MAP2,0,1.70890420617023,0,0,0,0,0,0,0,0,0,0,0,0,6.34076875872631,0,0,0,0,0,0,0,0,7.87907717404058,2.16189466789689,1.17606321257009,0.824442068361178,0,0
MAP4,3.43396637877259,0,2.56553436178297,9.05485459449205,7.05778209024024,6.94541577333683,0,9.2065220166934,1.19247782045769,5.61492963847882,0,7.38649100775959,2.6186210330242,6.42335972813491,6.34076875872631,13.4396868313013,7.68303075309593,0,0,0,0,1.54872100336129,0.605906972748426,7.71846823644361,0,0,0,1.22422793839013,0
MAP6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55444989663617,7.33184133868637,0,7.68303075309593,0,0,0,0,0,0,0,0,0,0,0,0
MAPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARK1,0,0,0,0,0,0,0,1.69714186803903,0,0,0,0,0,5.507775988755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARSD,0,0,0.767926212721523,0,6.95475415398913,5.95707420438286,2.88043178333614,9.11467010971137,2.27987178534254,6.11737160269956,6.45870244813469,7.72780929128719,0,9.67469736079299,0,0,0,0,4.88533337994384,0,1.11191956130249,0.972904584827748,2.80781965679638,7.85684341294164,0.761288961885244,0,0.470328647579054,1.87680482549574,0
MARK3,0,1.70890420617023,10.5716608619642,7.56658663313287,9.92013668602366,7.52647109999157,7.37899986866269,3.96132379518119,10.6884526774101,8.15014586142242,10.2999297784848,10.3604551690874,2.6186210330242,9.30771542156041,9.13278553955454,2.04582942277881,9.67775594354228,7.08907877957023,7.65022918842124,5.72034744189035,12.2865235691149,2.95224375426375,12.6257248133963,7.9296609953003,1.25701585004217,1.17606321257009,0,0,12.413739808376
TBC1D3B,0,0,1.26642114770696,0,0,0,0,0,0,0,0,0,0,1.25737674937938,0,0,0,0,0,0,0,0,0.334531230128682,0,0,0,0,0,1.2156952551763
TBC1D3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,0,0,0,0,0,0
CCL3L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARS,0,1.70890420617023,10.7203006582012,9.19456653268408,8.8828620433498,5.95707420438286,0,7.95887175694052,5.67616931004995,8.00274755987968,3.06149194846571,1.34484369375117,1.83625290352412,11.0261909620034,9.13278553955454,0,9.99933169779167,0,0,0,6.94180683485142,0.972904584827748,10.0911719255985,7.58657108749979,1.25701585004217,2.59416005155565,11.0330097041217,2.9413917072078,10.6282104555252
ACBD7,0,0,0,0,0,0,0,0.642142248560006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334531230128682,0.485457433388496,0,0,1.10854125096693,5.53711997727543,5.6032098819065
C10orf105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP6,0,0,0.767926212721523,0,0,0,0,0,0,4.17840459745293,0,0,0,1.25737674937938,0,0,7.68303075309593,0,0,0,0,0,3.26482636325458,1.58503391422042,0,0,0,0,0
MAS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3439398932939,0,0,0,0,0,0,0,0,0,0,0
C10orf55,0,0,0,0,1.50413050867315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13506825476986,0.485457433388496,0,0,0,0,0
FAM35B,0,0,0,0,0,0,0,0,0,0.633951882286905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAT1A,0,0,0,0.77533276569841,7.10666218922843,5.95707420438286,0,0,0,7.69226755046669,0,0,3.49611143387096,0,0,0,0,0,0,0,0,0,0,3.98195299277013,0,0,0,0,0
DDI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C9orf106,0,0,0,0,0,0,0,0,1.83628717466164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB103A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37675125567388,0,4.3439398932939,0,0,0,0.972904584827748,0.334531230128682,1.13756195323953,0,0,0.470328647579054,0,0
LCN10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68303075309593,0,0,0,0,0,0,0,0,0,0,0,0
MAT2A,0,0,0,7.51700561046968,9.28231853735867,5.95707420438286,0,5.95676031952205,1.19247782045769,6.22771284294602,7.48540757391618,4.03564744609834,0,6.77435637643344,7.33184133868637,12.5603744906981,0,4.3439398932939,0,0,0,0,6.42752981695045,7.60447446838045,0.761288961885244,1.17606321257009,0.824442068361178,0,1.2156952551763
MATK,0,0,0,0,5.23766822865228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26330548750524,0,0,0,0,0,0,0,0,0,0,0,0
MATN2,0,0,1.63620046225619,8.42917846487368,0.939804539777269,0,0,0,0,5.58206957773261,0,0,0,0,6.34076875872631,0,0,0,5.86071766675293,3.37907952609912,2.99421434546041,3.27278388296408,0.334531230128682,0.485457433388496,6.57773983304923,0,0,0,0
LINC00596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCG18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATN3,0,0,0.767926212721523,4.77234161991816,5.55192866300815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8152421216173,0,0,0
BLID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAX,1.26368182533138,1.70890420617023,0,0.77533276569841,0,8.93660970414527,1.37346791594545,5.587789989568,3.49615481690618,5.89462025270172,0.689176506931713,4.3937146364662,1.83625290352412,7.05644944746224,0,2.04582942277881,8.67951635713667,6.28964918143899,5.86071766675293,8.2823245364503,12.8528245415488,12.1335822311713,0,3.29287793801317,13.5481005829902,1.8152421216173,0.470328647579054,12.5780401136048,12.5305678766188
FAM116B,0,0,5.74715975526513,0,0,0,0,0,0,1.40894541858213,0,0,0,5.10326929261606,6.34076875872631,0,0,0,0,0,0,0,0,2.07047094303057,0,0,0,0,0
C8orf82,0,0,2.38319884410805,5.49563943402653,0,0,0,3.14551893506451,0,7.86952474764947,7.5622074265025,0,2.6186210330242,0,0,0,0,0,0,0,0,0,0,7.18398984126385,0,0,0,0,0
LINC00593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAZ,1.26368182533138,1.70890420617023,2.87290417081297,0.77533276569841,7.18158092716879,0,0,5.79135954058546,7.16676437701856,4.69105659969602,4.22947445304616,8.38881724649826,0,6.42335972813491,7.33184133868637,0,0,0,0,0,7.03418261632242,3.27278388296408,4.84109595567619,7.32383678781189,1.25701585004217,7.58840134362433,5.64238329089805,7.50303879237133,0
LOC415056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MB,0,0,5.78442977268871,8.34643689980529,6.43294195097234,0,0,0,9.18174272972616,0.633951882286905,0,0,0,10.3594559927857,0,0,8.67951635713667,0,0,0,0,0,0,1.13756195323953,0,0,0.470328647579054,3.1727792420157,0
PIM3,8.0618014613415,2.46942978306514,6.96227573439792,2.18837685701077,5.40333845081047,0,1.37346791594545,7.64810270935284,8.168196719534,8.19701649052003,8.28860184050018,4.3937146364662,3.12307704366113,7.97331962610476,12.3004242911227,2.04582942277881,0,7.28039872706037,5.86071766675293,0,6.94180683485142,1.54872100336129,8.45836757433828,5.96819615986618,3.11187391903485,0,8.1609530777306,0,3.53359007663594
STX19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBD1,0,0,3.00507713606351,0,3.06111026709904,0,0,2.95004617704055,1.19247782045769,9.82682740089082,2.83261241478575,10.4819455390683,3.12307704366113,10.0488296418296,0,0,9.67775594354228,0,0,0,0,0,0.605906972748426,7.63091973078367,0,6.88438044075702,1.10854125096693,2.32449716537784,11.5736953654887
MBL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBNL1,2.37940797290972,5.13080172931754,0,0.77533276569841,5.27235923676524,9.10620752035446,5.29212754939218,6.29221093796691,8.71001781603428,8.34145491454667,1.50441128065414,4.16513165270599,4.24760070956901,6.51395541183307,0,2.04582942277881,10.8467020084422,7.60046959212697,8.83882890472667,6.64014360380229,13.6803063678737,11.2745479443183,4.08057451389475,6.90939931360755,14.1837703589415,0,0.470328647579054,12.5341853212301,12.5615141080389
MBP,6.82127883012603,2.96483714453295,0,0,6.0685702070876,8.52255331559204,13.4552434671487,2.12560778923363,9.69269204645742,8.20513199282504,0,8.02936741744107,3.12307704366113,11.5788179580829,7.33184133868637,8.9705573137312,7.68303075309593,7.44929222934155,4.88533337994384,5.58557771871443,10.9579707810305,10.8574603237279,0.334531230128682,7.11488979333786,10.4105822384412,3.76510339291839,0.470328647579054,3.70340362450808,13.7744959007687
MC1R,0,0,0,0,2.22437167170613,0,0,0.642142248560006,0,0,0,0,0,0,6.34076875872631,0,0,0,0,0,0,0,0,0,0.761288961885244,0,0.824442068361178,0,0
MC2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9986267582606,0,0,0,0,0,0,0,0,1.17606321257009,0,0,0
MC3R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66685949367808,0,0,0,0,0
ARSF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC4R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC5R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCAM,0,0,0,0,0,0,0,1.08494163435955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCC,0,0,9.18370878160094,5.16461151415686,0,0,0,0,0,1.68133222698939,0,0,0,0,0,1.3587073609411,7.68303075309593,4.3439398932939,0,0,0,0,0,0,0,0,0,0,0
CHST6,1.92681716332862,0,0,0,0.939804539777269,5.95707420438286,0,1.4232739995641,0,0,0,0,0,0,0,2.04582942277881,0,0,0,0,0,4.03602965246636,0.334531230128682,0.485457433388496,2.16189466789689,0,2.2792485107954,3.84428911259862,0
MCF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2156952551763
ART1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3439398932939,0,0,0,0,0,0,0,0,0,0,0
MCL1,0,3.62592752558034,10.2464682961029,9.84940870767011,10.7427897772128,0,8.92077432076897,5.2480246586356,1.19247782045769,2.93011649669135,0,4.16513165270599,0,1.25737674937938,7.91381571415406,0,0,6.28964918143899,6.84825049696208,2.51148001502746,10.8540885237435,0,1.8518694301372,5.62654408730025,0.761288961885244,0,0,9.1954979562443,6.68418145739863
MCM2,7.49455872939341,2.46942978306514,0,0,7.47010990818632,0,0,0,0,0,0,0,0,0,6.34076875872631,0,0,0,0,0,0,0,0,3.35059386450388,0,0,0,0,0
MCM3,4.54949890393211,0,0,0.77533276569841,9.06703211338762,5.95707420438286,0,0,0,0,0.689176506931713,0,0,0,6.34076875872631,0,8.67951635713667,0,0,0,0,0,0.605906972748426,7.47421803041934,0,1.8152421216173,0.470328647579054,0,0
MCM4,0,0,0,0,0.939804539777269,0,4.8097100123236,0,6.21471953425474,0,0,0,2.6186210330242,0,0,0,0,0,0,2.51148001502746,0,0.972904584827748,0.334531230128682,7.01133354399792,0,0,1.88673556318116,0,0
MCM5,0,0,5.72815735859901,4.33719652451776,2.70257110612812,0,0,0,8.66503928962756,7.34589588412539,0,0,2.6186210330242,0,6.34076875872631,0,0,0,0,0,0,0,0,5.81260343829573,0,0,0,0,0
MCM6,0,0,0,0,8.67169273963794,0,2.06414213445011,1.08494163435955,1.83628717466164,7.67678834875764,0,0,1.83625290352412,1.25737674937938,7.33184133868637,0,0,4.3439398932939,4.88533337994384,3.91706334818991,12.6779894651538,11.3825425406305,0.334531230128682,7.47421803041934,13.2155533698193,1.17606321257009,0.470328647579054,0,0
MCM7,14.1819511900217,7.47566608208875,0,1.27689537498251,8.42422545140524,0,3.16263397399234,3.47139649414148,9.65638323853409,8.75476584143298,0.689176506931713,7.66351188717148,4.24760070956901,11.8608860378782,8.32735682670814,7.25513847042703,0,0,6.84825049696208,0,1.73233892820492,1.54872100336129,2.21833068101098,10.1541656208967,1.25701585004217,1.17606321257009,0.824442068361178,4.19943289590354,5.95038054364145
CD46,0,0,4.99657377910588,4.11823098631711,6.76071854355195,0,0,6.05735160310803,5.60174477676987,1.07287405068531,5.69560754050134,5.93218033863267,1.83625290352412,6.57835382034341,7.33184133868637,2.50935605588115,7.68303075309593,4.3439398932939,0,0,0,0,5.96782243248835,6.44304938356525,0,1.17606321257009,5.75991892399315,1.87680482549574,10.8757402000822
SMCP,0,0,0,0,6.7484495076861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDFI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB9,0,0,0,0,0,5.95707420438286,1.37346791594545,8.53319321955536,1.19247782045769,0,0.689176506931713,0,0,4.77723694006767,0,0,0,4.3439398932939,0,0,0,0.972904584827748,0.334531230128682,5.426369382578,0.761288961885244,2.25664244173703,0,1.87680482549574,0
ART3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33184133868637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDH1,10.0134538005726,4.69823885330299,3.84333932112474,6.78899960930064,8.52835877399758,0,1.37346791594545,4.28549687323362,5.99970728667529,1.68133222698939,7.09744822444138,8.84526413583122,0,6.55720548138397,0,0,0,4.3439398932939,0,0,0,0.972904584827748,2.960726343521,6.07478221597441,1.25701585004217,5.75229163429698,9.88108149898451,2.32449716537784,0
MDH2,0,0,8.26411255028494,9.42708423591191,9.21257680938751,8.93660970414527,4.20946803219269,9.85496804616724,9.6993993777684,9.77597628509169,8.49123047405662,9.81684870726997,4.24760070956901,9.15068025171754,9.32510933244661,2.04582942277881,9.26330548750524,7.08907877957023,0,0,1.73233892820492,8.33777389727773,8.47645026995674,10.3913506285928,2.16189466789689,4.11891737677604,11.4216962187575,2.9413917072078,2.312543333012
MDK,0,1.70890420617023,5.2033513865513,7.87720066323903,5.52340977865855,6.94541577333683,0,9.15637423706502,10.3605499502854,9.23475240963609,7.39382010029662,9.69615798970135,4.43072084888206,9.16473079289596,8.32735682670814,2.04582942277881,9.99933169779167,0,0,0,0,1.95916362587443,4.16694800287595,11.3500517164522,3.42358632834713,13.4946874379223,8.51416993524325,1.22422793839013,0
MDM2,0,2.46942978306514,0,0,6.88921002334652,0,1.37346791594545,0.642142248560006,1.19247782045769,4.83746382101679,0,0,0,7.31767629472726,7.33184133868637,3.75664156807322,0,6.28964918143899,6.43738070309256,2.51148001502746,6.14322641237929,13.8195071797305,0,4.81772657802739,5.1315570688476,0,0.470328647579054,0,1.86594004333891
MDM4,0,0,2.38319884410805,8.76036585357756,7.43225940931413,6.94541577333683,3.77898749586429,5.71642370116354,2.61866088422396,1.07287405068531,0,0,2.6186210330242,0,7.91381571415406,5.48566777281237,9.67775594354228,0,0,3.37907952609912,4.10924555000615,1.54872100336129,0.834228102129192,6.88030193857117,5.98982907429968,2.25664244173703,2.02977099229755,0,9.22907029480038
ME1,0,0,0,0,0,5.95707420438286,1.37346791594545,0,0,8.81963219780337,10.5138242171413,4.76449769351626,3.12307704366113,0,0,1.3587073609411,7.68303075309593,4.3439398932939,0,0,10.1329431554491,0,0.605906972748426,7.41119371637428,0,2.25664244173703,0,0,0
ART4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME2,0,0,9.60682142712233,0,4.2754069060556,0,1.37346791594545,3.79647639423863,0,0,0,0,0,1.25737674937938,0,0,0,0,0,2.51148001502746,10.4635410347555,0,0,3.56081299583139,0.761288961885244,0,0,0,4.63258712745338
MEA1,7.27722693293883,0,0,5.87377305106461,8.04234196818774,8.26030331823165,1.37346791594545,2.7238748736125,4.8070681830679,9.40646570771141,4.27581814743377,10.6168127903762,4.24760070956901,11.3381340658125,6.34076875872631,1.3587073609411,8.67951635713667,8.44515884181961,5.86071766675293,0,0,0,1.20466541559263,9.6312840395517,1.25701585004217,1.17606321257009,7.48435056747712,2.9413917072078,10.8272071787733
MECP2,0,2.96483714453295,6.02140530945532,0,5.63425118110074,0,0,7.91597873636799,1.19247782045769,0,6.20693985456681,0,0,0,0,0,0,4.3439398932939,0,0,9.14610493577546,0,0,0,10.4519721675023,9.45654650537431,2.02977099229755,0,4.38113814487887
MEF2A,0,1.70890420617023,0,0,0,0,0,7.43093185082245,0,1.07287405068531,0,0,0,0,6.34076875872631,4.7022612055532,0,0,4.88533337994384,2.51148001502746,8.66641672535915,0.972904584827748,0,3.03571796579653,0,0,0,0,0
MEF2BNB-MEF2B,0,0,0,0.77533276569841,0.939804539777269,0,0,0,0,0,6.63793520233449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84270889757544,0,0
MEF2C,0,0,0,0,5.05047520761423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96303872328357,0,0,0,0,0,0,0,0
MEF2D,0,0,4.75512001944102,3.25384068058749,4.92526775457727,5.95707420438286,0,2.59593408457182,2.89282746884389,0,0.689176506931713,2.02858807362061,1.83625290352412,0,0,1.3587073609411,7.68303075309593,0,4.88533337994384,13.5648849406115,6.94180683485142,8.9594188508972,0,5.69498524386492,6.64940880699602,0,0,8.34156570008272,11.2895698010656
ARVCF,0,0,0,0.77533276569841,3.2116998741224,0,0,0,0,1.91036801052915,0.689176506931713,0,0,0,0,0,0,0,0,0,0,0,0,1.76561036054623,0,0,0,0,0
MEFV,0,0,0,0.77533276569841,0.939804539777269,0,0,0,0,0.633951882286905,0,1.34484369375117,0,2.37067202360975,0,0,0,0,6.84825049696208,6.70660018962211,0,0,0,0,2.85898337009472,0,0,0,1.2156952551763
MEIS1,0,2.46942978306514,0.767926212721523,1.64835240558125,0,10.0225129380584,2.88043178333614,2.7238748736125,7.53997068411045,5.13800415630256,1.15362755386286,0,3.12307704366113,0,6.34076875872631,2.04582942277881,9.26330548750524,5.8807458634218,7.16767217722684,6.88936625277984,12.4157147577694,15.1594213583939,0.605906972748426,1.13756195323953,14.7074188193726,0,0,8.83081091118139,14.9701689684182
MEIS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34076875872631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEIS3P1,0,0,1.63620046225619,0.77533276569841,1.50413050867315,5.95707420438286,0,0.642142248560006,0,7.79262100130096,0,4.9193643188279,0,0,0,0,0,0,6.84825049696208,0,3.3632611342563,0,0,0,0,0,0,0,1.2156952551763
MAP3K1,0,0,0.767926212721523,5.80198711452328,0,0,0,8.59933614509771,2.89282746884389,7.33607532172107,0.689176506931713,0,0,0,7.33184133868637,0,0,0,6.84825049696208,0,0,0.972904584827748,0,2.43304668996183,0,0,0,0,0
