symbol,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1,total
DCAF13,2922,24,4,0,505,2,4,200,428,545,1,0,3,376,0,1,3,1,4,2,0,3,1,644,4,0,14,1,0,5692
TRMT12,0,0,1319,935,10,3,0,246,1,1091,1470,0,2,0,2,1,0,0,6,0,0,0,0,272,0,0,331,0,0,5689
OSGIN2,4869,31,1,0,224,0,0,11,0,306,0,0,3,212,2,0,0,2,2,0,1,1,0,24,0,0,0,0,0,5689
FAM192A,0,1,0,0,2,2,1,403,0,384,108,1625,3,17,0,55,5,3,0,0,0,3,0,11,1,1,0,1,3056,5682
PITPNB,119,0,0,0,2,7,0,2299,106,1450,2,394,10,312,8,0,9,1,0,0,17,0,5,261,671,1,1,3,0,5678
FAM73B,0,0,0,2,26,0,0,0,7,142,0,297,1,1,0,1637,1,0,0,2,1669,1133,4,466,2,0,3,13,271,5677
GSS,0,0,0,0,10,1,0,64,64,30,0,1468,2,368,1,1,0,0,0,0,1956,0,6,1561,0,0,36,48,57,5673
COMMD3,149,6,370,1071,33,3,0,4,0,1247,229,314,1,563,2,0,0,22,4,2,0,37,5,1558,0,0,47,5,0,5672
COMMD4,1177,10,1,792,49,1,1,15,15,11,0,0,0,33,0,0,0,18,2,3,1,0,1,569,2,5,2966,0,0,5672
DGAT1,0,0,93,375,87,0,0,131,33,215,513,0,2,46,0,0,0,0,0,1,4,8,185,938,5,2320,713,3,0,5672
C11orf31,264,1,299,394,283,0,0,454,4,227,636,35,1,2,1,0,2,0,0,0,4,0,563,361,5,2129,0,0,6,5671
E2F4,0,0,15,166,404,4,65,76,102,42,0,1,1,421,0,10,0,0,0,0,0,2,4012,346,1,1,0,1,0,5670
ZNF841,0,0,15,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,14,0,0,3668,111,2,0,0,0,1846,5668
PUM1,0,0,221,1078,415,2,76,668,191,259,0,411,4,0,5,0,0,0,5,2,1871,0,0,281,2,166,9,2,0,5668
MLLT6,3,1,8,728,251,0,0,67,0,995,1231,1,3,1083,1,113,0,5,1,0,1,0,3,430,3,709,25,4,0,5666
DENND3,0,0,1,214,0,2,0,0,122,0,7,295,0,1,0,987,8,0,0,3,160,0,0,0,590,0,0,1,3272,5663
RANBP9,0,1,1,0,171,1,0,73,80,929,140,0,4,5,0,0,2,0,0,0,0,6,153,33,5,3714,1,0,340,5659
TXN2,4,0,4,1044,400,0,0,5,32,121,6,2066,0,511,1,0,1,0,0,0,0,0,0,526,928,3,3,3,0,5658
CYSTM1,2,0,25,0,1,0,0,3339,172,761,970,180,1,38,0,2,0,0,1,0,1,1,3,101,0,0,0,17,43,5658
NOA1,0,0,1436,0,569,0,0,1066,4,1,768,1505,0,0,2,0,1,1,0,0,0,0,0,299,1,0,0,0,0,5653
GIT2,1,1,1065,1,1,2,1,13,347,1,2,468,3,4,0,0,0,2,1,0,1427,0,1,0,3,1,0,0,2305,5650
CTDSP1,1,2,6,300,4,0,1,6,2,91,0,21,0,599,1,0,1,1,0,2,724,77,0,845,0,157,892,1160,754,5647
SMC1A,4795,28,0,0,533,9,3,6,4,152,3,0,0,0,3,0,0,30,7,6,2,3,1,57,0,4,1,0,0,5647
SEPT4,0,1,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,3,1,98,317,5,0,0,0,0,0,0,5209,5640
UBE3A,0,0,835,2,628,0,0,70,0,1548,991,171,6,1,3,0,1,2,1,0,222,0,9,1117,0,17,7,0,0,5631
UBE2C,4,0,16,2295,240,0,1,0,0,0,0,0,0,647,2,0,0,0,0,0,944,0,1,1420,0,1,34,6,14,5625
ABCF3,0,0,56,2,206,0,0,944,1,360,291,2035,0,278,0,0,0,0,0,0,0,0,6,1432,5,0,0,0,0,5616
BCL3,864,9,153,162,50,0,1,258,7,69,0,60,0,0,0,0,0,10,0,0,2,0,2156,374,4,1429,7,0,0,5615
ZFP36L1,13,2,14,230,684,2,0,2024,14,0,1,0,0,3,3,0,0,0,1,0,465,1,0,81,1941,0,0,0,121,5600
TFE3,1,0,4,117,121,0,0,1311,28,30,0,77,0,318,4,236,0,0,0,0,11,0,2725,40,0,10,2,2,560,5597
L3MBTL1,0,0,0,0,21,1,0,2,1,3,0,1,0,0,0,0,3,1,1,0,4968,0,0,2,0,0,2,0,588,5594
CAD,3964,16,1,414,342,0,0,21,10,5,0,0,0,0,0,0,0,0,2,0,1,1,10,800,0,0,7,0,0,5594
POLB,0,0,507,99,608,0,1,131,1042,33,0,1201,1,576,1,0,1,0,0,1,0,0,730,70,6,10,568,2,0,5588
ZSCAN16,0,0,0,0,0,0,0,0,0,1095,0,0,2,1,1,0,1,0,0,0,0,0,4480,6,0,0,1,0,0,5587
MKL2,0,0,0,0,141,0,0,0,0,804,264,0,3,186,0,0,2,2,0,0,0,0,4172,8,0,1,3,0,0,5586
NAPB,0,0,0,0,22,4,0,0,62,0,93,0,0,0,0,0,3,0,0,0,0,0,86,0,0,0,0,2,5311,5583
OCIAD2,0,0,914,597,186,0,0,1436,3,198,0,59,2,10,0,1,0,0,0,0,0,0,2,511,1,5,1656,0,0,5581
UQCR11,6,1,133,188,24,0,1,196,20,853,669,490,2,93,1,0,1,1,2,0,1,1,692,919,4,1271,3,2,6,5580
PLEC,0,0,40,108,16,0,0,941,3,123,16,68,1,0,1,0,0,2,0,0,0,0,3033,330,5,874,17,0,0,5578
MYOM1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,0,1,1,3925,14,0,1,0,0,0,0,1625,5574
MT1G,0,0,55,29,0,0,2,5478,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5573
LZTR1,0,0,0,396,28,0,0,2,31,722,0,174,4,0,1,0,2,0,0,0,0,0,84,0,2,1,4126,0,0,5573
WIPF1,1,4,0,0,190,1,11,0,638,0,0,0,0,0,3,0,0,4,4,2,2683,146,0,0,1128,0,0,563,192,5570
CHMP4B,268,1,55,9,100,2,1,1472,5,2642,37,58,6,165,3,0,0,0,1,0,0,2,11,399,13,2,315,2,0,5569
LIMA1,0,0,517,810,737,5,0,1,0,1,67,51,0,1112,1,118,5,0,0,0,0,0,1,478,4,1649,0,9,0,5566
CCDC56,9,1,1069,582,231,1,2,1957,3,710,301,68,5,2,1,1,1,0,1,1,0,2,5,611,0,0,0,0,1,5565
PRKCH,0,1,387,0,354,29,3,705,2,0,6,24,6,0,8,288,14,2,1,1,3492,1,0,225,2,4,0,6,3,5564
SORBS1,94,4,21,1,0,4,0,2,0,1,652,0,0,0,4,0,2,0,1,0,2028,0,0,0,0,0,0,0,2749,5563
PIK3C2B,0,0,0,0,0,0,0,90,0,0,0,0,0,0,3,29,4,0,0,0,0,2,1,161,1,1,5268,0,0,5560
UXT,0,1,7,336,186,0,0,423,234,410,1176,25,1,0,1,1,0,0,0,1,278,0,3,2473,0,3,0,0,0,5559
ATRN,0,0,714,0,145,1,0,17,0,38,0,1,0,0,0,0,0,0,0,0,0,0,4574,68,1,0,0,0,0,5559
MAPK1IP1L,0,1,297,645,196,0,1,908,6,275,0,181,3,0,7,0,2,3,0,0,2042,0,4,466,0,0,2,513,2,5554
STMN3,0,0,0,0,0,0,0,1462,177,244,54,2956,0,228,0,1,2,0,0,0,0,1,19,364,0,0,31,1,0,5540
C12orf35,0,0,207,0,81,3,2,5,0,370,1,4,0,1019,0,29,1,2,0,0,1,2,0,0,0,0,0,5,3803,5535
SRSF5,94,2,240,151,113,1,9,114,3,16,26,0,1,186,0,1,0,2,3,9,10,6,1,115,407,1,108,9,3905,5533
HMGN4,0,0,214,0,210,2,1,921,5,1055,29,1189,3,0,3,0,0,0,0,1,1,3,1885,3,0,1,4,1,0,5531
C8orf42,0,0,0,0,0,3,0,559,466,0,0,1,1,0,0,0,1,1,0,0,1329,0,0,0,0,0,0,0,3163,5524
SNAP29,0,0,878,106,146,0,0,370,0,564,683,2483,5,7,0,1,0,0,17,1,0,30,2,219,4,1,0,0,1,5518
BRD4,0,0,272,6,353,1,337,6,165,568,7,716,4,30,0,639,0,0,0,0,799,0,127,48,0,0,26,1409,2,5515
POP4,0,1,649,1551,122,3,0,1,1,199,0,1991,2,219,1,0,2,6,2,1,0,0,1,749,0,4,5,0,0,5510
ERCC5,0,0,1181,18,319,2,2,9,1,1,1174,713,1,41,2,1166,1,0,2,0,0,0,1,395,0,1,476,0,0,5506
FOXA1,222,2,147,419,336,2,2,64,118,206,344,2,1,188,1,0,0,3,5,0,1,4,3250,184,2,1,1,0,0,5505
ARMC1,0,0,0,0,209,2,0,4,0,19,0,0,1,112,0,0,2,0,0,0,0,0,2,204,0,308,4642,0,0,5505
LSM4,3116,14,3,120,21,0,1,3,0,560,64,242,1,251,4,0,0,2,2,0,0,0,1,768,1,10,319,1,0,5504
ULK1,7,0,5,456,118,1,4,926,48,1360,678,49,1,9,1,901,0,0,0,0,15,0,9,843,1,0,0,0,67,5499
NCK2,9,0,1,6,18,0,0,27,0,40,0,4,0,0,2,0,1,0,1,1,977,1,9,23,2874,9,0,1484,6,5493
DLG3,0,0,685,0,335,3,0,294,13,648,56,121,2,0,3,0,0,3,0,0,0,0,9,2293,4,90,927,0,0,5486
ARHGAP12,0,0,885,1,71,5,0,52,0,1,0,491,0,448,1,0,3,2,3,0,0,0,0,97,0,0,0,3,3422,5485
PFDN1,0,0,616,0,38,1,0,604,13,1710,582,0,5,713,2,0,2,0,0,0,0,0,93,527,0,1,570,7,0,5484
ARL6IP4,17,0,270,398,104,0,0,347,149,357,0,13,1,85,3,0,1,0,0,0,0,0,16,1210,2,10,2493,1,0,5477
SPNS1,0,0,0,1,4,0,0,1,0,26,278,48,9,0,0,796,0,11,1,0,259,590,0,64,771,2006,0,19,592,5476
TM9SF2,0,0,690,96,138,1,0,814,2,1259,4,220,4,6,0,0,2,0,0,0,0,0,61,359,0,1,1803,0,16,5476
RSL1D1,0,1,768,130,604,2,6,2111,21,303,37,317,4,225,1,3,2,4,0,3,0,381,1,285,1,5,4,2,253,5474
OSBPL2,0,0,2085,248,159,0,0,232,12,1938,164,0,7,0,0,0,0,0,1,1,8,5,0,137,37,2,354,0,81,5471
IPO5,0,0,3,744,1109,1,0,1699,2,367,242,214,3,908,1,1,0,1,0,1,0,1,2,95,1,35,34,6,0,5470
NRBP2,0,0,0,0,113,15,1,2529,320,0,3,538,3,804,0,4,3,0,0,0,0,0,2,1115,0,9,1,3,0,5463
ADPRHL2,375,2,631,7,283,0,0,0,0,643,0,1437,1,108,0,1,0,1,0,0,0,0,3,1969,0,1,0,1,0,5463
ZNF638,0,0,0,160,363,2,0,28,0,206,332,3,2,0,1,1,1,0,0,0,0,5,4349,5,0,0,0,1,0,5459
COX5B,3,0,166,136,39,0,0,135,63,196,3,429,1,162,2,0,0,0,0,0,0,0,5,906,6,3203,3,0,0,5458
TFF3,883,3,636,299,904,0,0,448,3,49,1114,0,2,162,0,0,0,0,0,0,0,0,4,951,0,0,0,0,0,5458
WDR13,0,3,62,526,6,0,0,110,182,374,0,0,2,219,0,12,1,0,0,1229,1341,22,81,16,1264,3,1,1,0,5455
NDUFB4,1082,6,738,492,267,0,1,222,101,377,171,131,2,109,1,0,0,2,1,1,548,1,2,400,1,1,791,2,3,5453
SORBS3,0,0,137,2,37,0,0,0,0,136,4,0,0,0,0,0,0,0,0,0,0,0,4867,261,0,0,0,0,0,5444
CALD1,2586,12,2,144,0,1,0,0,0,0,0,2,1,0,9,0,0,0,2,1,2680,0,0,0,1,0,0,0,0,5441
APOL2,0,0,234,0,4,2,0,0,0,0,1,0,0,432,2,0,1,0,0,2,0,0,4682,77,0,0,0,2,0,5439
DDHD2,0,0,0,0,220,4,0,912,3,313,0,1,1,0,1,0,2,1,0,0,0,0,0,9,0,0,10,0,3961,5438
TBRG1,306,2,0,12,362,5,4,77,18,433,21,3204,4,76,0,18,3,2,0,1,260,0,2,609,0,0,0,0,9,5428
LY6G6F,7,2,0,0,0,0,7,9,7,0,1378,4,0,0,3,1802,0,15,5,4,1347,108,0,0,0,0,0,582,147,5427
SLC9A1,0,0,224,476,57,0,0,68,0,658,0,0,5,0,0,0,4,0,0,1,111,1,3274,287,0,0,2,256,2,5426
TRAPPC3,215,1,37,0,3,1,0,7,0,865,0,0,4,55,0,1,0,0,0,0,0,0,5,402,97,3,37,0,3692,5425
CIAO1,0,0,382,70,121,8,0,10,0,860,360,1518,4,0,1,2,0,5,0,0,0,1,445,1394,3,230,1,1,3,5419
MTMR14,0,0,4,4,2,2,0,0,0,1290,0,882,6,518,22,0,0,0,0,0,0,0,0,280,2386,1,0,20,1,5418
TSR1,0,0,100,223,491,2,1,782,0,2019,126,1547,8,5,1,18,1,0,5,0,0,0,1,69,1,14,0,0,0,5414
TEX264,0,0,112,60,109,1,0,9,0,325,2446,0,1,140,0,0,0,0,0,0,1,0,1520,682,0,4,1,0,0,5411
ATP5L,2408,8,76,308,322,5,4,357,79,1,4,243,2,193,8,0,2,11,2,0,98,0,4,1190,0,2,12,3,68,5410
CHD3,0,1,632,0,86,0,2,30,20,553,2503,0,0,86,1,0,0,0,2,0,1436,1,0,54,0,0,0,1,0,5408
COX20,116,2,259,1,355,11,2,251,142,252,1039,721,2,64,1,1,6,2,0,0,0,0,0,68,0,18,311,2,1779,5405
AACS,9,0,1,1,19,2,0,3,0,378,86,1463,3,26,0,0,1,2,0,0,0,0,3140,258,1,8,1,0,1,5403
PYCR2,31,1,58,90,145,0,1,33,17,0,0,131,0,452,0,0,1,13,1,0,463,2542,15,106,584,100,0,42,576,5402
STX6,357,2,702,0,421,0,1,1361,470,1166,99,0,5,0,0,0,0,0,0,0,488,1,2,296,27,0,0,1,0,5399
RNF123,42,0,2,317,21,0,43,1,899,335,965,774,1,822,2,891,0,0,0,0,0,1,4,274,0,0,0,4,0,5398
ZNF266,0,1,0,0,221,0,0,2,1,659,0,1,7,393,0,238,0,0,0,0,0,0,3,345,0,6,1,3512,1,5391
XIAP,2,2,0,1,19,0,1,4,0,66,12,133,1,1,4,3,2,2,1,0,0,50,30,66,4138,1,848,0,4,5391
MOB3A,1,1,49,765,228,0,2,932,4,23,1828,295,0,0,2,706,1,2,0,104,3,1,3,395,0,0,1,18,22,5386
PCSK7,0,0,349,0,76,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,3982,132,0,0,0,0,841,5386
CLPTM1L,0,0,518,82,118,0,3,4,0,176,67,64,2,1,0,0,0,0,0,2,1,0,3499,807,0,0,41,0,0,5385
S100A9,4,2,0,1,13,0,3282,12,3,184,0,0,0,0,1,0,0,4,2,6,2,1,7,1841,10,4,5,0,0,5384
TK1,3200,21,38,304,73,2,0,0,504,0,0,95,1,215,1,1,0,0,1,0,1,0,0,572,2,0,351,1,0,5383
MPHOSPH8,6,1,2,1,127,0,0,1,15,353,400,0,0,337,0,1,0,3,0,3,7,2,67,3,6,3316,0,3,725,5379
C10orf32,0,0,1119,1,270,0,7,1043,6,14,0,1382,0,131,1,3,0,16,2,0,9,1,2,384,2,3,981,1,0,5378
LINC00338,0,0,0,0,0,3,0,10,0,0,0,1,0,0,0,0,1,2,0,6,1656,0,0,0,41,0,0,480,3163,5363
SHARPIN,0,0,24,0,100,0,0,24,4,234,87,635,1,452,1,0,0,0,0,0,0,0,2983,752,0,4,58,3,0,5362
PPP4R1L,0,0,0,1,0,0,1,1,0,3,34,0,0,0,0,0,1,0,1,0,0,0,9,2874,2,1092,1340,0,0,5359
ZFR,0,0,487,0,185,8,0,450,132,223,305,474,4,453,1,1,0,0,0,0,0,0,0,129,0,1,2,1,2502,5358
TMCO3,0,0,417,574,336,0,0,41,21,576,92,0,0,1,0,0,0,6,2,0,211,2580,0,500,0,1,0,0,0,5358
TMEM104,0,0,75,0,2,1,1,0,0,266,320,415,1,0,0,0,0,0,0,0,1694,1,0,1,0,1,0,2577,1,5356
C18orf1,0,0,0,0,32,5,0,0,0,440,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,298,0,1,4572,5352
HOXC10,0,0,12,1026,230,2,0,426,3,0,71,0,3569,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5350
C20orf27,3,0,3,61,87,2,0,0,0,412,3,5,3,1,0,0,0,0,0,0,0,0,0,194,11,4564,1,0,0,5350
RPS6KL1,0,0,0,0,38,0,0,3,40,463,0,0,0,0,0,0,0,0,0,0,0,0,4,690,0,12,4100,0,0,5350
VAV3,0,0,0,13,0,0,1,703,17,517,122,568,3,487,0,2,0,13,3,1,1023,1136,21,93,0,5,0,3,618,5349
GGA3,0,0,265,733,398,1,3,2,297,5,1330,2,0,1428,4,271,0,0,0,1,2,0,3,262,0,0,333,8,1,5349
CXorf40B,0,0,348,0,47,0,0,3,0,355,1057,167,1,0,3,0,0,3,0,0,0,0,2453,760,1,2,147,0,0,5347
ACAP2,0,0,1,0,34,7,0,3,0,1036,16,1,7,0,0,0,3,1,0,0,2,1,5,319,0,0,0,0,3910,5346
ZC3HAV1,53,2,53,1,558,3,0,325,1002,0,4,5,0,270,4,825,1,1,0,23,107,2,5,764,1,0,1335,1,1,5346
BRPF3,0,0,580,0,130,1,0,860,2,0,1140,0,3,619,1,0,4,0,0,0,135,0,1551,311,0,2,1,3,1,5344
MCTP1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1772,21,0,0,0,0,0,1,3543,5344
NIT2,1776,4,1688,93,188,0,1,792,0,243,0,168,5,167,3,0,0,19,2,2,0,0,32,158,0,0,0,0,0,5341
CSNK2A1,2874,16,114,0,155,0,0,0,105,164,846,26,0,728,0,1,1,0,0,0,1,0,0,151,3,146,2,5,0,5338
GPATCH8,1,2,12,732,139,2,0,11,19,9,6,0,3,16,0,0,2,0,10,2,2381,0,1956,13,2,5,4,2,2,5331
NUDT16L1,1,0,0,103,15,0,0,938,1,2,101,2207,0,98,0,0,0,0,0,1,0,0,4,1183,0,2,672,2,0,5330
VPS26A,0,0,27,10,437,1,0,6,341,119,757,1108,2,7,2,0,0,0,0,0,2,6,0,563,0,0,110,0,1832,5330
PEX19,0,0,401,1043,73,2,0,24,22,883,33,1,4,0,3,0,3,0,2,1,0,0,2,1166,5,1657,4,0,0,5329
CKB,0,0,0,3,1,4,0,318,1,965,0,1590,4,73,1,0,0,0,0,0,1801,0,2,216,3,18,320,2,5,5327
EFTUD2,1,0,12,1666,401,1,0,935,821,214,282,0,0,1,2,15,0,0,1,1,60,0,4,888,0,12,2,0,0,5319
MRFAP1L1,0,1,2,521,463,1,0,128,296,512,1475,1332,2,41,1,0,1,1,0,0,305,0,61,161,2,7,0,0,0,5313
NFATC2IP,988,8,6,1010,294,0,8,370,29,444,0,0,2,2,0,0,0,0,1,0,0,2,1651,319,0,3,0,0,174,5311
FAM82A2,0,0,526,403,1168,0,0,0,269,376,0,0,1,2243,5,0,1,2,0,0,4,0,46,247,2,7,1,7,0,5308
NFS1,82,2,1,0,173,0,0,0,1,58,506,0,0,23,1,54,2,4,0,0,0,75,621,1074,3,1,2620,0,0,5301
FAM73A,0,2,6,1,43,0,0,1,1,0,1,0,0,0,0,0,1,0,0,4688,193,13,1,11,1,327,0,1,0,5291
FAM136A,1034,7,779,0,638,1,0,0,0,2052,0,2,9,2,1,0,1,2,0,0,0,0,1,761,0,1,0,0,0,5291
HSD3B7,13,1,29,477,28,0,0,14,0,0,0,0,0,34,0,0,0,27,1,0,0,0,2,776,1,0,3883,0,0,5286
NDUFAB1,89,1,360,51,213,1,1,305,165,600,879,649,3,12,2,0,1,4,2,0,0,0,1,666,0,2,1278,0,0,5285
KANK2,0,0,1,2,0,0,0,27,508,0,1,2496,0,1936,1,3,1,0,0,0,0,1,1,300,0,0,0,5,1,5284
PSMD5,0,0,3,393,163,0,0,0,1,50,0,0,0,24,0,0,0,0,0,0,310,38,927,271,2,3,3099,0,0,5284
TOR1AIP2,3175,363,440,670,199,3,1,6,7,39,4,65,0,2,10,113,0,0,0,3,4,2,10,159,2,0,2,0,3,5282
MTERFD3,0,0,3,637,395,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3172,299,1,773,0,0,0,5281
SREK1,631,5,936,1,569,6,0,5,0,14,30,276,2,26,1,67,1,0,0,18,57,0,4,623,14,1,995,5,990,5277
KHDRBS1,0,1,448,5,137,0,2,1654,3,733,720,267,3,591,1,0,3,12,2,0,1,2,1,645,3,5,32,2,0,5273
CHMP5,0,0,283,29,145,0,8,11,1,161,219,0,1,86,6,0,1,0,0,0,73,0,542,51,0,0,0,0,3653,5270
CUX1,49,0,1,0,297,0,1,493,243,98,888,0,486,4,1,0,4,0,0,903,891,0,0,460,438,2,2,0,8,5269
NEMF,0,0,0,0,20,0,0,310,1,500,2,1417,2,1105,0,1,0,19,3,1,1,1,4,966,1,15,894,6,0,5269
ABCA6,1,3,0,0,0,0,1,1,0,0,0,0,0,0,2,0,3,2,2,63,1735,27,1137,368,1166,0,5,0,748,5264
SLC39A11,0,0,86,689,175,0,0,2119,3,916,178,48,6,0,0,0,3,0,0,0,0,0,1,1036,0,1,0,0,0,5261
RNF113A,0,0,767,0,324,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4111,18,0,0,0,0,28,5250
TRPM4,0,0,188,244,71,0,0,6,1,677,1358,445,6,0,0,0,0,0,0,0,0,8,1738,501,1,2,0,1,0,5247
USP32,22,0,2,92,205,2,2,190,87,1711,35,189,8,154,0,652,2,0,1,0,27,8,0,642,21,1,0,0,1189,5242
PXMP4,2,0,0,315,16,0,0,0,169,213,0,0,3,3,0,3,2,1,0,0,74,299,17,378,3,4,1767,0,1968,5237
UPB1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,527,4,0,0,0,10,0,0,0,0,0,0,0,4688,5233
PPP2R1A,145,0,778,1125,1344,0,0,14,5,362,0,6,3,0,1,0,0,3,0,0,0,0,18,376,2,1001,49,0,0,5232
USP38,0,0,0,0,0,0,0,253,0,63,0,0,0,36,0,0,0,0,1,0,382,0,4486,5,0,0,0,0,0,5226
RARRES3,13,0,1375,541,725,5,1,517,2,0,1,0,1,1,4,2,3,4,2,1,0,2,2,883,0,1,1,0,1138,5225
TRAPPC1,24,1,313,262,76,0,0,1943,49,604,1,1,1,0,2,0,3,0,0,0,95,0,2,947,6,708,182,0,1,5221
SND1,18,2,0,0,257,2,0,972,15,189,2,1227,2,0,3,0,0,4,1,0,1,0,3,1021,0,8,1483,0,0,5210
FN3K,0,0,1,0,22,0,0,0,2,146,0,51,0,0,0,0,0,0,0,0,0,0,109,2008,7,2449,415,0,0,5210
PAAF1,0,0,0,0,24,0,0,15,1577,2,2135,11,1,1041,1,0,0,0,0,0,0,0,1,388,1,10,0,1,2,5210
SPRY1,0,2,3,0,27,4,0,0,1,0,0,9,1,0,1,3091,2,1,0,1,5,0,0,0,0,0,0,2056,4,5208
SNX22,0,0,310,662,593,1,11,1,552,925,491,141,2,141,0,0,4,1,0,0,0,1,328,358,2,677,1,2,0,5204
AP1G2,0,0,5,493,235,2,0,6,1,125,2625,53,1,0,2,3,2,0,0,0,166,0,376,1101,0,0,1,0,0,5197
AVIL,0,0,0,0,30,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5132,0,2,0,1,0,0,5196
TES,0,2,3,252,59,0,0,2400,6,0,0,0,0,161,1,0,0,1,1,1,0,2,1,567,5,1732,0,0,0,5194
PHKG2,0,1,29,0,112,1,1,1023,4,510,1172,2,2,1240,0,0,1,14,2,0,1,4,39,897,0,3,114,9,0,5181
STARD3NL,0,0,0,0,327,3,1,737,0,188,0,724,5,0,1,0,1,0,0,24,3094,0,0,55,0,0,0,21,0,5181
VGLL4,0,1,1,91,316,0,4,533,6,441,0,32,1,0,1,0,0,0,1,1,2073,0,1467,163,0,0,0,48,0,5180
CCT6P1,0,0,2,5,47,2,0,0,0,215,2,0,1,79,0,1,0,2,1,1,364,1009,16,0,72,0,231,745,2384,5179
FRMD8,708,4,3,0,1,0,1,4,6,0,0,0,13,0,0,0,0,0,0,0,974,0,19,337,27,3069,0,2,10,5178
ABHD2,0,1,1,0,377,0,2,1,0,106,3,112,0,0,0,2,1,0,0,0,0,0,1,446,2,10,5,4104,3,5177
CREBBP,19,0,681,5,180,1,1,1888,302,94,0,57,2,683,6,0,3,2,1,1,389,0,5,845,0,0,1,2,0,5168
MTX1,1,0,501,779,114,1,0,166,0,1235,12,794,3,0,0,0,0,0,1,0,0,1,866,369,1,323,0,0,0,5167
BUB1B,1659,10,0,0,83,0,0,1,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,41,0,3,3362,0,0,5166
RNF167,0,0,749,0,758,0,0,201,11,1086,0,0,5,1,1,0,0,3,1,0,5,1,3,160,1,2178,0,0,0,5164
SETD5,2,0,42,751,189,1,0,251,0,1270,744,1148,3,0,7,1,1,0,4,0,0,0,9,738,0,0,3,0,0,5164
PXN,0,0,941,775,379,0,1,5,301,23,86,9,0,1,1,205,4,21,2,1,0,1,462,1929,0,7,3,0,0,5157
SF3B4,994,4,513,539,266,0,0,149,117,343,79,0,2,370,0,0,1,4,3,0,0,0,1,420,1,0,686,2,655,5149
FLI1,0,4,0,0,0,2,2,3,3,0,0,14,1,0,2,2089,2,1,4,6,691,24,0,0,1636,1,2,5,653,5145
LRPPRC,0,0,124,645,989,3,0,3,0,447,1039,524,2,944,1,1,2,1,1,2,0,1,1,406,1,2,0,5,0,5144
PPP2R2D,0,0,0,242,187,0,0,33,1,599,1390,583,4,1,0,0,0,0,0,0,0,0,4,912,0,0,1180,0,0,5136
DDX21,1,2,1,115,1279,3,4,1362,17,78,9,1759,2,404,7,1,0,4,4,1,1,0,1,73,1,1,2,0,3,5135
NUBP1,0,1,1061,67,195,0,179,2547,12,348,0,0,2,0,0,0,0,0,0,0,0,1,0,718,1,1,0,0,0,5133
ATP6AP2,0,3,51,473,375,3,2,952,2,515,1729,407,5,270,0,0,3,4,5,0,2,1,21,247,2,46,5,2,2,5127
MYL6B,743,5,4,1309,8,0,1,0,4,601,1902,8,3,54,1,0,1,2,1,0,0,1,6,464,1,2,0,1,1,5123
FADS2,0,0,0,0,75,0,0,8,0,29,0,0,0,26,0,5,0,0,0,1,5,4030,3,173,1,649,115,0,0,5120
TLE1,0,0,732,79,101,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,7,0,3126,222,0,0,839,0,0,5117
CRAT,1125,8,134,342,80,0,1,9,0,0,0,1,0,2,0,4,0,9,3,1,98,8,303,2968,2,1,2,13,0,5114
SLC39A9,0,319,1693,496,174,1,2,9,0,0,17,1259,0,362,1,0,3,1,1,0,0,1,81,692,0,1,1,0,0,5114
EFR3B,0,0,1,14,0,1,0,0,0,0,0,14,0,1,0,0,2,1,0,0,1,0,4305,761,0,9,0,0,0,5110
C6orf89,0,0,798,791,125,2,0,0,33,393,622,608,4,883,2,0,3,1,0,0,0,0,4,833,0,0,0,4,0,5106
FUCA2,0,0,222,28,499,3,0,165,1,1060,1,1637,8,0,0,0,0,0,1,1,0,1,346,1129,0,1,1,1,0,5105
NOL8,0,0,1408,0,350,4,1,103,1,638,0,1,2,1,1,0,2,0,0,0,2572,0,0,16,0,0,1,0,1,5102
