symbol,BRx.111.1..10.08.15,BRx.111.1..10.19.15,BRx.111.2..10.08.15,BRx.111.3..10.08.15,BRx.129_2_111814,BRx.129.2..9.29,BRx.131.1..09.15.15,BRx.132.1..06.09.15,BRx.136_1_123014,BRx.136_2_123014,BRx.139.1,BRx.146.1..08.06.15,BRx.146.1..4.16.15,BRx.16_1_102214,BRx.16_1_120314,BRx.16_2_102214,BRx.16_2_120314,BRx.16_3_120314,BRx.16.3..09.09.15,BRx.16.4..09.09.15,BRx.170.1,BRx.170.2,BRx.172_1_111114,BRx.172_1_120114,BRx.172_2_111114,BRx.172.1..02.01.15,BRx.172.1..06.25.15,BRx.172.1..08.18.15,BRx.172.1..08.25.15,BRx.172.1..09.09.15,BRx.172.1..4.16.15,BRx.172.1..9.30,BRx.172.1.08.04.15,BRx.172.2..07.07.15,BRx.172.2..08.25.15,BRx.172.3..07.07.15,BRx.172.5..11.11.14,BRx.180.1..06.12.15,BRx.180.1..07.02.15,BRx.183_1_031015,BRx.183_2_031015,BRx.183_4_031015,BRx.183_5_031015,BRx.183_6_031015,BRx.183.3..3.10.15,BRx.183.7..3.10.15,BRx.213.2..08.26.15,BRx.213.3..08.26.15,BRx.245.2..09.04.15,BRx.42_1_110314,BRx.42_2_110314,BRx.42.1..10.20,BRx.42.1..9.14,BRx.42.1..9.22,BRx.42.1..9.29,BRx.42.2..9.14,BRx.42.2..9.29,BRx.42.3..9.29,BRx.82_1_012015,BRx.82_1_030915,BRx.82_2_030915,BRx.82_3_030915,BRx.82_5_030915,BRx.82_6_030915,BRx.82_7_030915,BRx.82.1..1.12.15,BRx.82.1..11.13.14,BRx.82.1..9.15,BRx.82.1..9.29,BRx.82.2..11.13.14,BRx.82.2..9.15,BRx.82.2..9.29,BRx.82.3..9.15,BRx.82.8..3.9.15,total
CXCR2P1,0,1,0,0,35,0,0,0,0,1,174,0,0,2781,127,1447,144,59,1,0,257,767,876,2651,1043,2229,0,0,218,1886,488,87,0,1848,188,6721,1070,2,0,164,2,0,0,0,1,0,0,0,1,0,92,0,0,0,1,18,0,47,701,0,0,0,0,0,0,0,0,279,0,0,3557,7,151,0,30122
HEMGN,5185,2,643,1292,0,0,302,191,0,0,0,1225,452,1658,753,1713,51,284,51,83,50,429,346,2460,746,1464,0,15,118,344,317,34,663,607,0,641,759,5,16,0,0,1,211,296,0,0,57,82,22,5,210,2,0,64,113,0,23,235,2273,59,285,0,190,17,5,0,0,1192,0,0,1332,297,225,0,30095
HDLBP,0,4,0,1,0,140,85,632,11,832,0,15,0,94,56,0,0,0,3,0,4,84,0,66,0,0,0,0,0,0,0,0,23,0,3,0,56,80,72,496,3789,716,53,2814,555,4104,37,0,260,0,0,102,9,138,1754,217,1552,802,21,240,989,940,2097,1208,1237,2105,259,1,761,7,72,0,12,424,30032
ECH1,0,116,0,0,2,0,0,210,154,4230,0,1,0,20,0,18,0,0,0,0,0,0,1,69,64,216,0,0,0,270,0,1,0,0,0,0,13,0,0,140,3324,771,991,4220,53,3075,0,0,0,0,0,0,3,62,280,61,359,212,1,641,1049,1120,1046,1109,1628,2404,740,62,351,264,59,0,19,599,30028
AGR2,0,1,0,0,0,0,0,0,0,1,0,656,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,1873,626,331,1567,241,2918,0,0,0,0,0,3,0,71,165,809,305,127,0,958,1958,2516,7717,1166,1604,1950,320,0,577,218,0,0,0,1283,30002
DYNLL1,225,0,400,0,181,326,365,806,74,1150,0,724,0,1271,295,1639,486,0,0,0,31,51,361,1247,225,2153,0,17,14,250,0,145,92,458,0,1314,546,3,0,229,1707,615,284,890,39,1877,18,0,112,0,175,18,40,175,624,425,536,536,818,49,365,333,654,284,171,1594,222,395,130,1,1439,104,126,89,29923
GGCT,0,0,0,0,0,50,0,766,12,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,213,2045,2889,474,6997,2,5017,0,0,0,0,0,116,0,46,840,292,307,788,0,653,354,254,707,2154,648,502,1076,0,998,48,1,0,0,184,29862
TFF3,0,0,0,0,0,0,0,0,1,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,2,0,0,0,0,0,0,0,21,0,0,29,482,122,76,1,26,247,8510,1621,2925,514,10209,1108,0,1447,0,0,0,1,2468,29852
HBM,15715,0,935,1084,26,0,0,81,0,0,0,2556,1303,38,253,431,0,0,0,0,0,0,122,0,266,0,0,0,0,0,1,0,344,0,0,2,28,0,36,4,0,21,100,230,0,86,0,0,127,5,91,0,0,255,57,0,0,214,2147,2,447,124,307,54,90,69,1,1620,0,0,0,241,300,0,29813
ASAH1,0,277,1,0,68,8,0,166,0,147,12,0,1,1325,5,662,198,13,0,0,61,229,357,816,808,714,1231,12,88,482,0,175,2,135,63,2305,473,49,1,368,3659,680,125,1366,33,1193,0,1,0,0,101,24,25,0,1271,92,651,584,902,188,675,517,1331,666,1026,1224,97,258,135,0,1481,125,100,1,29783
HIST1H2AC,0,1,0,0,162,1,208,0,34,24,126,59,0,3599,125,1290,282,99,664,77,251,699,787,1774,1466,954,0,0,455,6004,768,123,191,1042,248,2738,670,0,0,70,110,140,0,46,55,49,266,3,3,0,204,0,31,1,65,17,61,108,990,0,0,0,11,0,35,2,1,580,1,0,1935,0,78,0,29783
TM4SF1,0,1036,0,0,47,0,1,11048,211,5103,0,718,0,0,0,0,0,0,0,0,0,0,0,66,0,54,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,1455,0,345,16,190,0,0,0,0,0,0,103,998,372,275,803,3918,0,536,42,85,88,640,21,0,606,0,70,61,0,0,0,710,29658
RPL34,624,38,0,0,98,407,1,443,14,576,23,478,0,0,101,242,47,2,0,0,9,8,64,13,28,9,125,70,0,90,0,0,129,1,0,0,3,789,13,306,5775,2619,1096,4081,8,2809,0,2,1,68,0,56,99,115,477,106,337,403,76,206,547,462,721,692,735,1988,258,70,216,304,6,2,103,420,29609
DAZAP2,1,1,0,148,9,123,1,804,7,645,122,1123,0,618,236,1033,684,92,0,0,48,208,179,1120,293,1130,0,0,38,1742,0,58,1675,278,42,2620,265,668,1,356,1898,307,150,924,99,739,22,0,0,0,121,2,100,132,422,33,302,446,453,126,346,341,1277,294,1043,620,612,234,282,437,863,52,113,294,29452
PRKAR1A,0,8,0,0,122,60,79,410,24,711,0,54,0,823,37,233,337,8,1,8,27,642,15,866,124,658,120,6,65,1928,300,2,1088,120,54,1391,592,2,0,170,1376,79,1,796,224,628,0,0,27,42,23,1,1,246,605,384,624,551,393,317,326,967,1688,2718,1339,2423,530,209,213,148,1119,48,44,268,29443
REEP5,0,0,0,0,0,0,0,389,99,879,0,42,0,27,0,99,0,0,0,0,0,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,348,3293,1817,588,4044,316,3824,0,0,0,0,0,67,0,118,544,392,366,1060,0,333,894,1223,1428,1003,757,2963,223,0,531,905,141,0,0,597,29403
NDUFA4,404,2,0,0,83,174,1,1055,80,1094,0,90,1,316,51,772,99,0,0,0,47,0,40,565,31,762,57,0,6,168,0,36,0,821,5,283,376,6,72,157,691,1017,566,2263,0,2098,0,84,0,22,3,70,0,275,695,568,285,597,225,231,862,1206,1148,1599,551,3484,606,150,959,487,241,1,26,730,29394
CDKN1A,0,0,0,0,141,1,9,0,0,16,48,120,0,3908,7,1569,748,143,0,7,513,636,209,1198,928,852,0,0,308,17,343,100,4,4,0,2899,1553,2,0,28,1,2,2,3,0,82,66,0,0,1,91,429,17,818,1525,443,1519,2951,585,5,1572,1,0,0,148,491,0,198,51,1,1905,0,164,0,29382
RPL31,0,1825,0,62,44,300,1,976,15,920,1,468,0,22,133,338,0,1,1,1,0,0,0,27,0,3,139,31,0,4,0,0,61,0,0,0,48,393,63,214,3914,1764,979,2959,62,1917,0,0,0,38,0,83,2,267,1015,178,1644,830,175,278,572,727,687,671,1137,1974,243,133,376,211,15,27,57,346,29372
ACTR3,3889,0,0,2,59,0,0,691,9,708,2,1072,0,1220,0,672,0,273,13,0,91,344,135,1061,737,628,0,0,88,1893,0,127,38,810,1,712,669,302,0,34,1288,1264,5,873,128,1240,0,1,2,56,1,0,14,15,294,394,213,354,3,339,329,14,944,812,1127,0,1166,157,282,26,1594,0,71,69,29355
FYB,78,0,0,0,48,0,3,0,0,0,273,810,14,2767,204,821,784,192,4,0,112,816,365,5166,753,1622,766,141,186,0,113,168,0,199,223,5516,1477,0,0,34,0,273,0,0,3,283,70,1,12,6,40,0,0,0,0,0,1,8,983,0,0,0,0,16,10,0,1,650,0,0,2600,280,410,0,29302
BPGM,1,1,835,1,0,0,1,2325,1,107,0,8045,1719,291,496,1113,0,0,0,0,0,0,279,0,226,18,0,1,0,0,89,0,1,0,1,1,54,3,186,203,90,51,181,867,0,52,0,0,600,186,375,56,200,180,241,13,59,589,2708,108,2021,127,738,404,341,0,638,1946,83,10,11,210,175,32,29290
LAPTM4A,3,5,0,0,0,0,0,814,2,2095,0,334,9,0,85,0,0,0,0,0,0,0,0,1,0,0,0,70,0,199,0,0,0,0,0,0,0,34,1,10,2540,708,313,1934,181,2048,0,0,0,0,0,106,0,150,1057,389,983,1037,5,826,463,509,2333,1641,1453,4326,1008,11,687,136,35,1,0,735,29277
TTC3,0,203,1,0,30,0,9,358,0,1301,5,279,0,12,213,0,0,0,0,3,0,0,1,25,205,0,1115,15,0,0,0,0,225,0,146,69,0,440,1,185,2155,944,172,2847,1156,2491,0,1,8,45,0,0,3,175,849,690,967,1078,1,180,1889,926,1524,1994,418,1705,765,16,599,41,1,0,5,749,29235
BZW1,0,1,0,74,1,0,27,389,10,1530,0,807,0,426,9,245,0,1,0,0,0,5,0,141,241,0,873,0,4,118,0,0,446,1001,0,0,28,3,4,0,2838,486,1,2481,229,1569,3,1,1,5,164,64,0,452,1057,348,1177,1211,0,484,199,845,1028,1668,1035,1769,884,49,1277,280,226,0,10,1008,29233
OST4,116,0,193,22,352,74,78,459,67,452,600,111,0,1280,532,3806,1024,3,0,0,137,149,213,1177,253,1978,0,7,26,996,98,124,156,830,0,1273,1013,62,129,370,426,294,104,703,17,983,24,0,0,0,84,31,33,115,240,118,351,248,1225,131,241,383,659,473,336,1492,154,903,208,55,664,49,162,145,29211
GRAP2,0,0,0,0,116,0,1,0,0,0,281,0,2,3479,43,2358,1037,208,0,0,210,1028,512,2996,869,3251,0,9,207,1246,206,102,0,1268,50,3616,1106,1,0,28,0,0,0,0,0,1,87,0,0,0,355,0,28,0,1,0,16,0,981,0,0,0,0,0,0,0,0,262,1,0,2852,103,227,0,29144
RPS11,83,2562,24,42,37,77,212,1309,97,803,0,499,1,50,166,251,25,0,0,0,13,38,91,160,100,168,53,8,4,27,13,18,251,1,252,526,40,533,0,393,3191,1815,1008,2212,111,1981,5,0,2,56,57,93,14,118,796,147,1150,917,292,217,585,749,572,589,786,1443,158,47,397,155,72,31,40,364,29097
DDX17,658,141,0,52,74,0,1313,401,7,263,0,338,0,866,168,58,0,35,216,59,32,386,116,1091,2176,0,0,366,156,2479,19,39,1311,0,2346,1,296,899,0,38,2052,603,0,546,1564,1040,643,439,87,155,0,0,507,5,294,78,257,366,19,51,222,355,324,300,130,253,382,33,487,132,920,0,66,265,28975
DNM3,0,0,0,0,191,0,209,0,0,7,0,0,0,4260,401,496,0,569,5,201,84,729,316,4180,3372,712,0,506,497,3690,98,26,291,604,359,602,1074,146,2,1,2,0,0,0,241,11,465,51,65,0,0,0,260,0,7,37,0,31,655,0,0,0,0,0,41,0,0,274,0,0,2951,1,245,0,28965
SELP,0,1,0,0,209,0,1,0,1,62,151,0,0,5855,18,473,92,140,2,59,278,659,148,3354,720,3228,1,149,509,653,1286,130,320,1412,40,1667,1474,4,0,1,0,0,0,28,0,0,427,292,49,0,98,0,0,1,0,0,0,11,513,0,1,0,0,0,0,0,0,452,0,0,3743,0,238,0,28950
FAM65C,18,0,0,0,45,0,447,0,0,0,0,0,0,2268,1842,27,0,134,3167,680,12,335,21,1240,1947,0,0,590,223,3467,27,0,167,0,3611,0,421,0,0,104,0,0,0,0,0,0,3167,2178,136,0,0,0,137,0,0,20,0,15,147,0,0,0,0,3,0,1,15,6,0,0,2245,0,0,0,28863
HIST2H2BE,0,0,0,0,295,0,1,195,78,14,110,0,0,962,32,653,71,185,4,1,63,358,231,690,560,577,0,73,247,6940,187,25,12231,0,33,1158,204,0,1,12,34,10,45,39,137,186,163,1,1,0,0,0,72,0,1,10,0,10,390,0,112,88,21,0,0,448,13,349,0,1,536,0,3,0,28861
RPS12,0,3556,0,1,45,735,0,1555,89,489,15,822,0,64,161,562,0,0,25,0,2,0,53,30,80,1,298,0,0,257,29,6,132,1,0,0,10,513,0,238,4159,1383,874,2215,32,1445,13,0,94,19,40,25,13,207,583,42,584,637,466,162,434,565,444,652,889,1240,295,228,394,190,4,0,117,446,28660
NCL,0,2,0,0,124,0,87,807,2,1499,0,1309,0,9,347,57,0,0,0,0,0,0,49,94,0,0,1,0,1,201,0,0,139,1,1120,0,1,298,0,173,2600,1683,462,3000,86,1877,0,0,0,8,0,218,68,245,940,354,1942,824,73,163,547,894,1094,1754,708,2,1140,49,605,40,21,0,17,709,28444
NAMPT,0,46,0,0,0,0,0,180,13,623,0,6,27,110,0,9,0,29,2,1,0,5,0,66,0,0,0,0,0,0,0,0,63,0,454,0,1114,1,0,204,2670,7295,50,2043,3717,2394,4,0,0,0,62,0,39,0,618,215,152,140,2,125,1067,248,303,229,992,1866,466,3,279,396,32,0,0,46,28406
COX4I1,0,851,0,0,57,320,0,682,136,1200,0,198,1,342,65,453,196,0,0,0,24,0,21,180,27,462,3,33,1,0,1,9,41,606,4,702,131,173,0,284,2564,1178,498,2392,20,1509,0,0,0,79,0,11,82,89,243,85,448,487,136,414,785,990,1154,1139,829,3338,737,51,489,566,137,0,36,639,28328
ARHGAP18,0,38,0,0,84,7,256,0,0,89,142,0,0,3275,28,435,0,15,1888,311,18,402,218,3489,791,1061,0,373,258,1080,154,32,0,3035,1730,1085,1358,0,2,66,0,0,0,15,0,0,659,470,0,0,260,0,0,47,48,153,150,10,39,3,49,22,186,27,385,452,0,379,17,22,2887,0,139,165,28304
HIGD1A,34,0,0,0,87,19,0,939,0,574,0,823,0,512,184,517,0,0,0,0,23,240,40,316,155,1025,0,69,10,1580,1,118,3,0,173,167,210,16,0,56,119,199,178,763,0,618,4,0,0,0,38,0,6,105,90,314,212,312,256,717,1578,2298,5114,987,507,2985,318,155,598,186,286,0,29,1356,28219
PIP4K2A,2,49,494,2,26,0,501,84,8,55,30,1762,822,2460,349,1126,789,170,0,19,139,1295,387,1816,569,1611,543,49,134,1307,269,101,5,577,82,1879,1062,156,7,266,6,42,1,47,1,98,200,7,6,24,343,31,17,100,86,60,3,231,2048,78,285,120,321,151,40,168,33,653,0,1,1586,111,246,0,28146
SCD,0,0,0,0,0,0,1,611,0,1182,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,663,2585,1658,2038,17691,194,924,0,0,0,0,1,1,0,0,197,27,97,163,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,28044
RPS5,100,1124,0,0,0,379,0,958,61,817,0,434,0,17,77,269,73,0,0,0,0,0,0,38,38,42,331,0,1,0,0,0,129,0,3,0,27,237,23,203,3464,1192,657,2715,8,1302,0,0,2,0,0,90,127,426,1702,162,1819,1224,1,372,687,1146,978,782,793,654,415,34,697,331,5,0,32,813,28011
CERS2,0,0,0,0,0,0,1,255,0,814,0,268,0,2104,79,475,9,249,390,0,252,1062,248,1546,65,817,0,1,164,425,220,14,0,569,20,597,696,19,0,9,885,552,7,446,0,205,55,0,0,2,0,61,0,91,551,145,352,945,76,471,728,1171,1566,1352,287,1756,704,210,341,333,2524,0,87,726,27997
FLNA,0,30,439,0,275,0,1,0,13,506,289,788,0,2819,192,455,1323,24,21,89,8,306,47,5334,319,461,172,280,88,0,0,4,0,1754,25,546,3599,1,0,598,95,427,0,452,60,39,28,37,0,70,190,0,0,0,6,13,3,38,435,5,177,0,121,4,261,0,91,162,100,23,3893,9,379,0,27924
GSPT1,494,2,626,11,145,30,0,1009,0,454,0,3821,575,267,1049,1336,0,21,0,0,0,0,12,95,328,1,77,4,0,54,0,0,71,0,0,66,72,87,103,208,563,543,209,1564,292,957,0,1,61,48,356,103,117,239,918,336,226,827,1852,79,1033,510,1760,1131,830,0,684,255,328,45,44,536,175,276,27916
AHSP,9566,1,1856,384,37,0,0,1112,2,1,0,2379,979,116,99,695,22,0,0,1,0,24,122,0,209,0,0,79,0,0,26,0,0,1,0,0,11,2,499,96,0,38,102,86,0,30,0,0,523,61,108,14,0,106,76,0,0,254,3563,31,1288,83,551,32,100,185,401,1334,0,0,9,347,102,56,27799
SF3B1,2506,0,0,0,22,30,437,639,1,504,0,141,0,985,163,47,0,0,1114,0,55,110,164,662,449,0,0,92,141,724,0,0,3099,0,96,1,544,1413,0,1,1120,114,2,1037,261,976,413,1,31,7,0,0,98,4,751,183,364,576,10,235,676,268,752,1120,1492,223,739,56,546,660,646,0,11,284,27796
RPS20,28,1902,0,7,79,969,10,3158,34,737,16,357,0,50,79,259,92,1,12,5,0,5,1,73,1,112,839,106,1,85,0,1,78,1,8,2,48,367,3,181,3096,1767,1159,3198,32,1558,7,8,3,15,16,21,41,138,183,106,275,403,46,140,436,545,354,930,773,906,456,125,537,242,47,0,55,376,27701
LMNA,0,17,0,0,53,121,0,786,77,3331,0,1927,0,1405,2,134,3,115,17,0,102,992,80,1512,236,729,0,2,241,146,103,39,0,342,179,1545,655,0,0,259,462,113,82,875,122,1172,56,47,0,0,67,1,0,1,99,118,135,35,92,340,154,240,565,286,875,1397,2147,175,342,0,2268,2,140,85,27643
PTPN12,0,247,0,0,248,0,50,6,0,320,0,281,0,3003,55,964,594,111,474,16,192,1780,433,2585,1263,2061,980,337,244,184,176,72,0,80,546,1,845,0,0,222,227,376,1,1044,458,822,59,103,22,1,459,0,0,86,127,222,247,58,727,76,5,73,126,55,15,1,351,504,169,297,2307,6,149,47,27590
CRBN,0,0,0,0,95,0,75,145,0,151,1,53,1,1326,308,502,0,188,4,1,177,499,399,1519,1981,986,0,16,312,11751,103,0,557,0,181,548,353,1,1,0,825,161,50,204,0,70,113,11,2,0,45,0,212,0,184,11,117,98,994,35,0,286,50,0,79,1,238,120,137,62,1144,0,26,73,27582
SEPT7,0,1,0,3,188,76,0,993,24,1703,0,217,0,1141,59,1142,697,34,0,97,62,215,162,1355,159,823,197,1,38,1,152,147,0,817,131,688,583,651,0,121,679,1056,135,1134,80,657,83,189,0,23,19,0,0,32,561,335,206,373,445,270,197,507,378,970,854,1512,2202,386,414,9,926,67,83,62,27522
GUCY1B3,0,1,0,0,2,0,88,0,0,11,225,0,0,3297,59,1363,418,37,627,88,92,539,380,3594,1166,1646,0,8,160,1298,679,92,0,3037,1765,2000,926,1,1,94,0,0,0,0,0,0,91,0,37,1,123,0,0,0,0,0,0,131,599,0,258,0,0,0,0,0,0,340,0,0,2014,0,151,0,27439
MGST1,0,0,0,0,0,73,0,1368,29,1268,0,199,0,0,0,0,1,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,94,0,0,0,0,0,0,229,2255,896,1174,4247,99,2427,0,0,0,1,0,121,34,862,705,1848,1002,2419,0,676,1010,289,1166,919,882,185,543,0,11,80,0,0,0,282,27402
CD47,0,0,1,2,2,0,0,637,6,542,1,205,0,2456,1,1516,261,144,625,50,225,454,802,2493,1413,1410,546,127,316,1476,659,29,128,966,187,2750,1112,56,0,2,204,75,106,238,21,366,109,87,34,1,98,24,0,0,75,140,218,58,133,0,44,8,231,245,116,1,310,274,2,7,2291,102,144,1,27363
RPL6,567,313,1,0,160,96,13,1114,169,537,1,401,0,9,132,81,0,0,0,0,0,0,0,1,0,0,39,32,0,0,0,1,653,0,0,0,0,62,1,275,3201,2683,1240,3911,103,2538,0,0,0,57,0,70,0,121,568,340,704,983,80,112,445,238,395,712,592,1803,404,44,331,253,13,18,31,691,27339
SH3BGRL2,0,0,90,0,319,0,119,0,7,0,436,0,0,2484,233,1160,315,218,207,52,92,398,439,3987,559,2822,0,45,12,0,190,231,0,827,79,3409,1423,157,87,636,32,35,1,5,1,11,1,5,12,0,229,0,0,1,34,11,7,9,1392,60,5,85,141,108,99,98,4,430,59,28,2877,205,237,0,27255
MARCH2,314,15,0,150,301,9,3,36,56,7,94,40,0,2079,205,999,256,18,45,11,180,450,254,3756,464,3479,1,4,122,259,67,284,3,1929,162,4077,1911,33,32,164,134,95,64,348,1,174,158,5,2,32,238,42,12,53,41,41,53,156,507,63,132,0,163,0,1,0,2,582,0,0,1739,0,130,0,27237
TLK1,0,0,0,0,125,0,17,12,11,147,168,17,0,2590,145,842,185,214,276,30,109,731,530,3602,929,819,30,296,255,346,183,191,19,1810,559,3543,911,111,0,137,505,123,0,264,95,236,23,281,0,1,69,0,0,3,62,93,101,85,407,8,333,82,329,420,84,503,264,322,54,6,2236,1,114,95,27089
CTSB,4104,51,852,127,0,240,19,1441,1,1215,2,1021,2,311,58,494,0,119,12,0,0,2,25,3,4,8,4,4,3,147,5,0,15,0,11,1,45,244,6,209,928,402,239,940,33,804,9,21,13,0,189,41,36,0,829,74,658,596,1098,744,181,1053,1971,1092,1913,779,83,525,493,78,45,240,75,78,27065
LRBA,1,1,0,0,47,0,2,5,0,278,26,1,0,3372,98,164,0,135,688,831,3,305,11,4610,1369,293,290,380,424,13,279,51,0,611,1372,3,896,16,1,9,631,40,0,385,429,177,667,406,90,7,50,0,1,0,137,12,364,269,89,35,274,356,863,585,393,0,729,255,488,169,2401,0,137,12,27036
ID2,0,0,0,1,208,0,1068,163,0,126,0,407,0,173,605,374,0,0,222,68,23,4,0,180,260,0,1449,13,43,7866,0,0,338,0,269,0,58,701,0,0,2103,112,178,250,50,949,248,536,75,152,0,0,1,0,166,31,22,374,112,26,1328,413,671,338,259,3169,63,241,269,225,0,0,15,0,26995
EPB41,1480,0,101,17,67,0,442,787,0,14,4,2237,895,466,1483,1434,279,18,22,114,40,242,180,588,411,72,1381,11,82,1678,37,15,24,0,1939,1,227,417,337,0,220,105,322,304,19,163,672,513,180,25,40,98,125,77,84,0,2,222,2285,5,776,21,332,287,26,162,171,1189,1,1,586,190,173,3,26921
SCP2,0,1,0,0,0,176,1,251,0,361,76,0,0,93,0,377,0,30,0,0,1,0,0,241,85,334,0,0,0,1,27,7,336,0,0,617,148,4,0,748,4041,1406,996,10488,190,1089,0,0,0,0,0,36,0,39,284,86,255,265,10,284,370,537,404,147,283,391,221,55,401,138,76,0,29,351,26787
CDKN2D,2686,0,0,46,1,0,0,124,0,195,72,377,0,1874,205,1692,444,111,0,0,159,466,352,3604,768,2522,0,0,104,1028,174,332,26,1349,34,1052,1237,6,0,87,0,56,0,85,0,43,0,0,75,0,221,0,0,13,33,2,0,19,1365,0,2,0,0,0,133,0,210,576,61,0,2579,3,147,1,26751
GTPBP2,758,0,0,4,0,0,0,0,0,38,0,0,0,5244,19,437,122,117,11,89,185,1297,296,3690,708,1171,0,207,328,85,361,10,1,1374,200,20,1000,1,0,0,3,430,0,120,26,148,390,0,5,0,180,0,1,0,16,0,30,42,295,0,1,1,242,77,0,0,881,166,24,0,5742,2,59,0,26654
RPL10A,0,1324,0,0,57,429,0,899,21,511,7,881,0,0,44,195,0,0,0,0,8,0,1,25,0,0,7,17,0,0,0,0,90,0,2,0,0,46,0,291,5099,1398,1092,3132,60,2214,0,3,0,23,0,201,0,82,844,137,1159,988,3,187,385,460,417,527,337,1280,447,8,440,252,0,0,67,523,26620
CRIP2,1,1138,0,0,0,219,0,498,3,1369,0,1121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120,1062,1906,258,2019,198,1573,0,0,0,0,0,65,0,450,1974,246,1121,1480,0,570,295,506,847,1174,838,3618,692,1,641,111,0,11,0,483,26610
TREML1,0,0,0,0,54,0,0,0,0,0,84,0,0,3286,174,3234,1328,128,1,0,58,129,377,2810,34,5021,0,0,24,0,28,433,0,2242,0,1151,1605,0,0,302,0,0,0,159,0,55,0,0,0,0,299,0,0,0,1,0,0,2,709,0,1,0,0,0,0,0,1,387,0,0,2209,0,265,0,26591
HMGB2,6273,0,0,436,0,0,0,413,0,529,0,14,0,118,86,115,0,0,0,0,10,0,0,9,0,0,388,2,4,79,0,0,1010,0,147,431,73,0,0,0,35,2230,1,4685,1,2132,30,0,0,0,0,0,107,0,26,12,36,28,3,16,30,11,0,1818,106,0,3279,460,1199,47,42,3,7,0,26481
PLA2G12A,0,0,1,0,0,0,16,0,56,55,0,139,0,3265,105,998,824,68,200,0,251,1074,427,2706,997,1256,0,2,215,75,153,36,17,265,17,3202,1040,125,0,101,922,200,0,389,168,750,57,37,9,5,318,37,137,47,156,113,111,219,390,20,63,105,528,48,1,818,208,299,64,24,2271,59,146,40,26445
CMTM6,0,0,0,0,0,0,0,161,0,236,0,280,0,2603,215,653,107,45,42,0,66,568,371,3224,483,2298,0,6,336,537,261,51,81,188,250,3766,1210,322,44,157,1022,30,8,26,0,138,41,0,0,0,213,0,87,21,99,27,522,130,287,80,147,6,181,379,366,676,260,223,200,0,2203,1,144,189,26267
RAB32,0,0,0,0,102,0,1,185,0,10,0,92,0,2732,778,2234,651,271,1,0,461,372,343,2276,806,1302,0,0,238,5322,629,169,258,1021,33,1015,935,0,0,103,0,80,0,0,0,39,58,0,0,0,197,0,0,1,0,0,32,28,460,0,0,0,0,3,0,0,0,210,0,0,2654,1,160,0,26263
SRP14,61,797,0,25,111,56,75,576,104,943,98,670,0,249,1,440,422,0,0,0,0,94,3,382,40,242,0,0,0,0,8,78,115,317,2,0,192,178,0,87,1894,642,160,1402,126,1998,0,0,12,22,0,95,62,144,610,102,440,619,224,347,707,847,1621,934,618,2920,699,182,862,236,221,0,30,1050,26192
CLDN3,0,2972,0,0,0,0,0,155,0,604,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,1158,557,308,2604,77,3940,0,1,0,1,0,20,0,57,350,15,247,658,0,83,948,1391,2210,630,316,4701,366,0,456,301,9,0,0,659,26069
ENDOD1,0,0,0,76,214,0,0,21,0,109,53,0,0,4150,0,772,19,73,0,52,116,481,623,5079,134,2056,0,79,133,0,111,153,1,1629,187,1604,2050,0,0,1,235,12,0,281,0,358,110,0,1,0,422,0,0,0,0,67,0,79,79,2,89,0,168,15,66,20,79,273,1,81,3320,159,137,0,26030
DSP,0,521,0,0,0,31,0,408,2,3965,0,342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,55,824,182,485,438,179,1353,0,1,0,0,0,145,0,245,903,519,1767,1408,0,453,915,1880,1396,1434,1847,28,876,0,796,1455,0,15,0,980,25869
RPN2,0,0,0,0,1,0,0,355,10,415,0,200,0,226,0,123,0,6,0,0,9,0,0,349,114,87,2,6,0,0,1,6,0,33,0,0,101,299,0,18,878,340,210,1970,103,1541,0,0,5,81,0,0,0,91,1770,355,1204,1230,58,379,977,1011,2630,3332,1026,1505,708,78,857,482,275,0,17,393,25867
CFLAR,123,130,4,0,56,0,723,144,0,148,78,30,99,1159,351,340,62,115,677,99,43,858,107,642,539,82,490,258,153,450,80,29,1007,100,1793,248,951,5389,28,14,215,287,85,303,340,740,552,204,131,62,48,5,498,55,233,230,306,274,308,103,164,55,459,401,352,19,452,198,130,94,859,10,25,54,25850
