HGNC.approved.symbol,mean,total,tech,bio,p.value,FDR
RBBP4,2.81139444468084,12.8842687478346,12.404184816981,0.480083930853647,0.437496585036661,0.999932012950346
SMEK1,1.56771385636925,8.17709612024282,7.70879811656931,0.468298003673508,0.402482302993936,0.999932012950346
DNAJC2,3.3738345388355,14.433069765581,13.9743470072945,0.458722758286507,0.446926844752679,0.999932012950346
KDM1B,1.25060206081573,6.74073660508364,6.28792871986317,0.452807885220474,0.384871393232409,0.999932012950346
KDM5C,2.25816448008274,10.9653523230767,10.5196694866406,0.44568283643609,0.431636428174889,0.999932012950346
ACTL6B,0.246564517264373,1.76302777404059,1.32773683911752,0.435290934923064,0.0913310416964064,0.85065514107557
SF3B3,2.74072011434676,12.6101837296825,12.1812846774849,0.428899052197625,0.443098372267808,0.999932012950346
MCRS1,3.22352313217657,14.0130760136094,13.5884280179396,0.42464799566987,0.449459858786419,0.999932012950346
CECR2,0.544281943481516,3.29266272711917,2.87261015281069,0.420052574308483,0.276130831792391,0.999932012950346
MORF4L2,2.86273186352193,12.9779269301605,12.5622515782776,0.415675351882825,0.446503886215205,0.999932012950346
RASSF1,1.90881232991334,9.57202126598541,9.15637227569468,0.415648990290732,0.426803927920069,0.999932012950346
APOBEC3C,0.46544588154309,2.87117796977132,2.46968936307248,0.401488606698841,0.254373187174286,0.999932012950346
TAF8,1.64229348768604,8.42000592575073,8.0327573539162,0.38724857183453,0.422322335056505,0.999932012950346
